ISBN_10	ISBN_13	title	authors	big_cate	small_cate	seller	location	seller_link	seller_date	used	publisher	publish_date	binding	book_condition	illustrator	dust_jacket_condition	signed	edition	price	link
0001361589	9780001361584	Noddys Rainy Day Activity Book	Blyton, Enid	childrens-fiction-young-adult	enid-blyton	Brit Books	MiltonKeynes,UnitedKingdo	brit-books-milton-keynes/54148132/sf	2009-09-11	used	HarperCollinsChildrensBooks	1999	Paperback	Used; Good	None	None	None	None	US$ 105.49	https://www.abebooks.com/servlet/BookDetailsPL?bi=21120027159&searchurl=sts%3Dt%26isbn%3D0001361589%26sortby%3D17
0001361589	9780001361584	Fun With Noddy Summer Activity Book. Noddy's Toyland Adventures	Enid Blyton	childrens-fiction-young-adult	enid-blyton	Buybyebooks	Honiton,UnitedKingdo	buybyebooks-honiton/56688246/sf	2011-06-21	used	BBC Childrens Books	1996	P&#x2F;B	As New	Uncredited	No Jacket	None	None	US$ 139.91	https://www.abebooks.com/servlet/BookDetailsPL?bi=5636307153&cm_sp=collections-_-5kV1GVeI2blJ32W65bqbxh_item_1_26-_-bdp
0001380451	9780001380455	Fun And Games With Paddington	BOND, Michael	childrens-fiction-young-adult	childrens-series	Better World Books	Mishawaka,IN,U.S.A.	better-world-books-mishawaka-in-u.s.a/51315977/sf	2006-08-03	used	Collins	1977	None	Good	None	None	None		US$ 3.48	https://www.abebooks.com/servlet/BookDetailsPL?bi=16770819411&searchurl=sts%3Dt%26isbn%3D0001380451%26sortby%3D17
0001380451	9780001380455	FUN AND GAMES WITH PADDINGTON	Michael Bond	childrens-fiction-young-adult	childrens-series	Black Stump Books And Collectables	Skipton,VIC,,Australi	black-stump-books-and-collectables-skipton/946685/sf	2001-08-22	used	Collins, London	1977	Laminated Boards	Very Good	Ivor Wood	None	None	First Edition	US$ 23.76	https://www.abebooks.com/servlet/BookDetailsPL?bi=943190991&searchurl=sts%3Dt%26isbn%3D0001380451%26sortby%3D17
0001380451	9780001380455	Fun and Games with Paddington	Bond, Michael	childrens-fiction-young-adult	childrens-series	Bookbarn International	Bristol,SOM,UnitedKingdo	bookbarn-international-bristol/11757/sf	2005-01-28	used	Collins	1977	Paperback	Used; Good	None	None	None	None	US$ 3.56	https://www.abebooks.com/servlet/BookDetailsPL?bi=19744807411&searchurl=sts%3Dt%26isbn%3D0001380451%26sortby%3D17
0001380451	9780001380455	Fun And Games With Paddington	BOND, Michael	childrens-fiction-young-adult	childrens-series	INSIGNIA BOOKS	doncaster,SY,UnitedKingdom	insignia-books-doncaster/56079374/sf	2016-08-12	used	Collins	None	PAPERBACK	Very Good	None	None	None		US$ 15.33	https://www.abebooks.com/servlet/BookDetailsPL?bi=20425635425&searchurl=sts%3Dt%26isbn%3D0001380451%26sortby%3D17
0001380451	9780001380455	Fun And Games With Paddington	BOND, Michael	childrens-fiction-young-adult	childrens-series	Murray Media	NorthMiamiBeach,FL,U.S.A	murray-media-north-miami-beach-fl/59705792/sf	2013-09-26	used	Collins	1977	Paperback	Very Good	None	None	None	None	US$ 38.06	https://www.abebooks.com/servlet/BookDetailsPL?bi=22137182500&searchurl=sts%3Dt%26isbn%3D0001380451%26sortby%3D17
0001380451	9780001380455	Fun and Games with Paddington	Bond, Michael	childrens-fiction-young-adult	childrens-series	Shannon's Bookshelf	Mooretown,ON,Canada	shannons-bookshelf-mooretown-on-canada/4220274/sf	2004-02-10	used	Collins, Glasgow &amp; London	1977	Pictorial Hard Cover	Good to Very Good	Wood, Ivor	None	None	First Edition	US$ 10.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=781946480&cm_sp=collections-_-4SQoaWUjey6INreyN8bH7X_item_3_31-_-bdp
0001380451	9780001380455	Fun And Games With Paddington	BOND, Michael	childrens-fiction-young-adult	childrens-series	TheBookRoom (IOBA)	PalmerstonNorth,NewZealan	thebookroom-ioba-palmerston-north/63146276/sf	2016-01-11	used	Collins, London.	1977	Hardcover	Very Good	None	None	None	1st Edition	US$ 12.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=21370287770&searchurl=sts%3Dt%26isbn%3D0001380451%26sortby%3D17
0001380451	9780001380455	Fun and Games with Paddington	Bond, Michael	childrens-fiction-young-adult	childrens-series	WorldofBooks	Goring-By-Sea,WS,UnitedKingdo	worldofbooks-goring-by-sea/51947087/sf	2007-03-16	used	None	None	Paperback	Very Good	None	None	None	None	US$ 1.30	https://www.abebooks.com/servlet/BookDetailsPL?bi=19395983597&searchurl=sts%3Dt%26isbn%3D0001380451%26sortby%3D17
0670845876	9780670845873	The Van	Doyle, Roddy	literature	award-winning-books	Bella Luna Books	CastleRock,CO,U.S.A.	bella-luna-books-castle-rock-co/87758/sf	1998-04-27	used	Viking	1992	Hardcover	Fine	None	Dust Jacket Included	None	1st Edition.	US$ 21.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=11456661690&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Doyle, Roddy	literature	award-winning-books	Berry Books	Berry,NSW,Australi	berry-books-berry/53540480/sf	2009-01-12	used	Viking, New York	1992	Hardcover	Very Good	None	Very Good	None	1st American Edition.	US$ 12.42	https://www.abebooks.com/servlet/BookDetailsPL?bi=3614886040&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	THE VAN	Doyle, Roddy	literature	award-winning-books	Bert Babcock - Bookseller,  LLC, ABAA	DERRY,NH,U.S.A	bert-babcock-bookseller%2c-llc%2c-abaa-derry/10403/sf	1997-09-19	used	Viking, New York	1991	Hardcover	None	None	Dust Jacket Included	None	First U.S. Edition.	US$ 15.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=597467061&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Doyle, Roddy	literature	award-winning-books	Bibliobeast	Novato,CA,U.S.A.	bibliobeast-novato-ca-u.s.a/277244/sf	2001-08-08	used	Viking Press, N. Y.	1992	Hardcover	Fine	None	Fine	SIGNED	First Edition In U. S..	US$ 65.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=1276325678&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Doyle, Roddy	literature	award-winning-books	Blue Cloud Books	Phoenix,AZ,U.S.A	blue-cloud-books-phoenix-az-u.s.a/55521360/sf	2010-05-14	used	Viking Adult	None	Hardcover	Fair	None	None	None	None	US$ 3.97	https://www.abebooks.com/servlet/BookDetailsPL?bi=21563952179&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Doyle, Roddy	literature	award-winning-books	Booked Again	Summit,NJ,U.S.A.	booked-again-summit-nj-u.s.a/55383221/sf	2010-03-16	used	Viking Adult	1992	Hardcover	Good	None	None	None		US$ 29.64	https://www.abebooks.com/servlet/BookDetailsPL?bi=20965444330&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Roddy Doyle	literature	award-winning-books	Books Express	Portsmouth,NH,U.S.A	books-express-portsmouth-nh-u.s.a/61727479/sf	2015-08-14	used	Viking Adult	1992	Hardcover	Used: Good	None	None	None	None	US$ 98.16	https://www.abebooks.com/servlet/BookDetailsPL?bi=22171822789&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Doyle, Roddy	literature	award-winning-books	Bungalow Books, ABAA/ILAB	Pueblo,CO,U.S.A	bungalow-books%2c-abaa%2filab-pueblo-co-u.s.a/837263/sf	2001-05-05	used	Viking, New York	1992	Hardcover	Good	None	Good	Signed by Author(s)	First American Edition; First Printing.	US$ 16.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=6658876681&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Roddy Doyle	literature	award-winning-books	Castle Rock	Pittsford,NY,U.S.A	castle-rock-pittsford-ny-u.s.a/54302400/sf	2009-04-22	used	None	None	None	Good	None	None	None	None	US$ 8.71	https://www.abebooks.com/servlet/BookDetailsPL?bi=21708324786&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Doyle, Roddy	literature	award-winning-books	Cellar Stories Bookstore	Providence,RI,U.S.A	cellar-stories-bookstore-providence-ri-u.s.a/5942/sf	1997-03-14	used	Viking, New York	1992	Quarter Cloth	Near Fine in Near Fine dj	None	None	None	First edition	US$ 30.40	https://www.abebooks.com/servlet/BookDetailsPL?bi=1103905413&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Doyle, Roddy	literature	award-winning-books	Cloud 9 Books	WestPalmBeach,FL,U.S.A.	cloud-9-books-west-palm-beach/52294834/sf	2007-05-01	used	Viking Adult	None	Hardcover	Fine	None	None	None		US$ 29.99	https://www.abebooks.com/servlet/BookDetailsPL?bi=22389971950&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Roddy Doyle	literature	award-winning-books	Discover Books	Baltimore,MD,U.S.A.	discover-books-baltimore-md-u.s.a/64434602/sf	2017-01-04	used	Viking Adult	None	Hardcover	GOOD	None	None	None		US$ 3.96	https://www.abebooks.com/servlet/BookDetailsPL?bi=21717595478&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Roddy Doyle	literature	award-winning-books	Ergodebooks	RICHMOND,TX,U.S.A.	ergodebooks-richmond-tx-u.s.a/8304062/sf	2006-05-31	used	Viking Adult	1992	Hardcover	Used: Good	None	None	None		US$ 5.24	https://www.abebooks.com/servlet/BookDetailsPL?bi=9012826631&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Roddy Doyle	literature	award-winning-books	Free Shipping Books	Toledo,OH,U.S.A.	free-shipping-books-toledo-oh-u.s.a/8938484/sf	2005-12-01	used	Viking Adult	None	Hardcover	GOOD	None	None	None		US$ 3.96	https://www.abebooks.com/servlet/BookDetailsPL?bi=22388081519&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Doyle, Roddy	literature	award-winning-books	Free State Books	Halethorpe,MD,U.S.A.	free-state-books-halethorpe-md-u.s.a/56683468/sf	2011-06-23	used	Viking Adult	None	Hardcover	Good	None	None	None		US$ 3.97	https://www.abebooks.com/servlet/BookDetailsPL?bi=22378991597&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Doyle, Roddy	literature	award-winning-books	Geoff Kreps - Bookseller	PORTLAND,OR,U.S.A	geoff-kreps-bookseller-portland-or-u.s.a/11223/sf	1997-07-13	used	Viking	1992	Hard Cover	Very Good	None	Fine	None	1st Edition	US$ 14.50	https://www.abebooks.com/servlet/BookDetailsPL?bi=2506935045&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	DOYLE, RODDY	literature	award-winning-books	Green Ink Booksellers	Hay-on-Wye,UnitedKingdom	green-ink-booksellers-hay-on-wye/62867080/sf	2015-10-13	used	Viking	1992	Hardcover	Very Good	None	Dust Jacket Included	None	1st Edition	US$ 6.61	https://www.abebooks.com/servlet/BookDetailsPL?bi=17309466765&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Roddy Doyle	literature	award-winning-books	Hippo Books	Toledo,OH,U.S.A	hippo-books-toledo-oh-u.s.a/50294793/sf	2005-06-13	used	Viking Adult	None	Hardcover	GOOD	None	None	None	None	US$ 5.98	https://www.abebooks.com/servlet/BookDetailsPL?bi=22399158727&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Doyle, Roddy	literature	award-winning-books	Irish Booksellers	Rumford,ME,U.S.A	irish-booksellers-rumford-me-u.s.a/57531671/sf	2015-05-14	used	Viking Adult	1992	Hardcover	New	None	None	None	None	US$ 31.72	https://www.abebooks.com/servlet/BookDetailsPL?bi=17871084221&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Doyle, Roddy	literature	award-winning-books	Jay W. Nelson, Bookseller, IOBA	Austin,MN,U.S.A.	jay-w-nelson%2c-bookseller%2c-ioba-austin/42442/sf	1998-02-09	used	Viking Press, New York, New York, U.S.A.	1992	Hardcover	Fine	None	Fine	None	First Edition	US$ 34.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=783668466&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Roddy Doyle	literature	award-winning-books	Jeff Bergman Books  ABAA/ILAB	FortLee,NJ,U.S.A	jeff-bergman-books-abaa%2filab-fort-lee/898849/sf	2001-07-03	used	Viking, 1992	1992	Cloth	Very Fine	None	Very Fine	None	First Edition	US$ 35.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=223021694&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	DOYLE, Roddy	literature	award-winning-books	Michael J. Toth, Bookseller, ABAA	Springtown,PA,U.S.A	michael-j-toth%2c-bookseller%2c-abaa-springtown/10989/sf	1997-07-08	used	Viking, NY	1991	Hard Cover	Very Good ++	None	Very Good ++	None	First U.S. Edition.	US$ 30.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=11845505766&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Doyle, Roddy	literature	award-winning-books	Murray Media	NorthMiamiBeach,FL,U.S.A.	murray-media-north-miami-beach-fl/59705792/sf	2013-09-26	used	Viking Adult	1992	Hardcover	Very Good	None	None	None		US$ 30.17	https://www.abebooks.com/servlet/BookDetailsPL?bi=20708151784&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Doyle, Roddy	literature	award-winning-books	Novel Ending  Books	Franklin,TN,U.S.A.	novel-ending-books-franklin-tn-u.s.a/52823436/sf	2007-10-17	used	Viking Press, New York, New York, U.S.A.	1992	Hard Cover	Fine	None	Fine	None	First American Edition.	US$ 26.85	https://www.abebooks.com/servlet/BookDetailsPL?bi=1176515312&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	Van	Roddy Doyle	literature	award-winning-books	Powell's  Books	Portland,OR,U.S.A	powells-books-portland-or-u.s.a/9859/sf	1997-06-11	used	PENGUIN PUTNAM TRADE	1992	Hardcover	Good	None	Good	None	None	US$ 6.50	https://www.abebooks.com/servlet/BookDetailsPL?bi=15722182123&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Doyle, Roddy	literature	award-winning-books	Reed's Rare Books	SanFrancisco,CA,U.S.A.	reeds-rare-books-san-francisco-ca/140487/sf	1999-02-25	used	Viking, 1992	1992	Hardcover	None	None	Dust Jacket Included	Signed by Author(s)	1st Edition	US$ 60.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=117883826&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	THE VAN	Doyle, Roddy	literature	award-winning-books	REVERE BOOKS, abaa &amp; ioba	ValleyForge,PA,U.S.A	revere-books%2c-abaa-ioba-valley-forge/608479/sf	2000-08-29	used	Viking, NY	1991	Hardcovers	Fine	None	Fine	Signed &amp; Dated by Author	First Edition	US$ 75.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=9653135306&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Doyle, Roddy	literature	award-winning-books	Rio Bound Books	SanMarcos,TX,U.S.A.	rio-bound-books-san-marcos-tx/1015247/sf	2002-10-21	used	Viking Penguin, New York, NY, U.S.A.	1992	Hardcover	Near Fine	None	Near Fine	None	First Edition	US$ 17.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=334130568&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	THE VAN	Doyle, Roddy	literature	award-winning-books	Rivers Edge Used Books	Willimantic,CT,U.S.A.	rivers-edge-used-books-willimantic-ct/1794038/sf	2005-02-10	used	Viking Penguin	1992	Hardcover	None	None	Very Good-	None	First Edition.	US$ 3.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=21358609498&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	DOYLE, Roddy	literature	british-literature	Sawtooth Books, ABAA	SANTAFE,NM,U.S.A	sawtooth-books%2c-abaa-santa-fe-nm/4086/sf	1997-01-21	used	Viking	1992	Hardcover	None	None	Dust Jacket Included	None	First US edition.	US$ 50.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=757007471&cm_sp=collections-_-503fvc3YFhGUcWMMa12MA4_item_1_59-_-bdp
0670845876	9780670845873	The Van	Doyle, Roddy	literature	award-winning-books	Sierra Nevada Books	Reno,NV,U.S.A.	sierra-nevada-books-reno-nv-u.s.a/57785937/sf	2012-05-25	used	Viking Adult	None	Hardcover	Good	None	None	None		US$ 3.97	https://www.abebooks.com/servlet/BookDetailsPL?bi=22109548764&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	Van (The)	Doyle, Roddy	literature	award-winning-books	The Book Store	WBridgewater,MA,U.S.A	the-book-store-w-bridgewater-ma/7144/sf	1997-04-10	used	None	None	Hardcover	None	None	Dust Jacket Included	None	1st Edition	US$ 15.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=16166784405&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Doyle, Roddy	literature	award-winning-books	Time Traveler Books	Pittsburgh,PA,U.S.A	time-traveler-books-pittsburgh-pa-u.s.a/6792232/sf	2004-11-09	used	Viking Adult, New York	1992	Hardcover	Near Fine	None	Near Fine	None	First US Edition; First Printing.	US$ 17.95	https://www.abebooks.com/servlet/BookDetailsPL?bi=9041791275&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	The Van	Doyle, Roddy	literature	award-winning-books	Washington Square Autographed Books	NewYork,NY,U.S.A	washington-square-autographed-books-new-york/16446/sf	2011-02-24	used	N.Y.: Viking	1992	Hardcover	Near Fine	None	Very Good	Inscribed by Author(s)	1st Edition	US$ 24.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=17399213630&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	THE VAN.	Doyle, Roddy.	literature	award-winning-books	WAVERLEY BOOKS  ABAA	SantaMonica,CA,U.S.A.	waverley-books-abaa-santa-monica-ca/89777/sf	1998-05-02	used	VIKING., NY	1992	Hardcover	Fine	None	Dust Jacket Included	None	First Edition.	US$ 50.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=390693250&searchurl=isbn%3D0670845876%26sortby%3D17
0670845876	9780670845873	Doyle Roddi : Van	Doyle, Roddy	literature	award-winning-books	WorldofBooks	Goring-By-Sea,WS,UnitedKingdo	worldofbooks-goring-by-sea/51947087/sf	2007-03-16	used	None	None	Hardback	Very Good	None	None	None	None	US$ 3.25	https://www.abebooks.com/servlet/BookDetailsPL?bi=22385369821&searchurl=isbn%3D0670845876%26sortby%3D17
0670847313	9780670847310	The Grandest Folks: Traditional Sentiments about Grandmothers and Grandfathers (Sweet Nellie) [Hardcover]	None	literature	american-fiction	AMAZINGBOOKDEALS	IRVING,TX,U.S.A.	amazingbookdeals-irving-tx-u.s.a/55216202/sf	2012-04-04	used	None	None	Hardcover	Good	None	None	None		US$ 8.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=22196428272&searchurl=isbn%3D0670847313%26sortby%3D17
0670847313	9780670847310	The Grandest Folks : Traditional Sentiments about Grandmothers and Grandfathers	Pat Ross	literature	american-fiction	Atlanta Book Company	Atlanta,GA,U.S.A	atlanta-book-company-atlanta-ga-u.s.a/53553014/sf	2008-08-11	used	Penguin Publishing Group	None	Hardcover	Fair	None	None	None	None	US$ 4.79	https://www.abebooks.com/servlet/BookDetailsPL?bi=19628667603&searchurl=isbn%3D0670847313%26sortby%3D17
0670847313	9780670847310	The Grandest Folks: The Sweet Nellie Book of Traditional Sentiments about Grandmothers and Grandfathers	Pat Ross	literature	american-fiction	AwesomeBooks	Wallingford,UnitedKingdom	awesomebooks-wallingford/51737811/sf	2006-11-28	used	Viking/Allen Lane 01/09/1993	1993	None	used-good	None	None	None		US$ 3.71	https://www.abebooks.com/servlet/BookDetailsPL?bi=17972753430&searchurl=isbn%3D0670847313%26sortby%3D17
0670847313	9780670847310	The Grandest Folks: Traditional Sentiments about Grandmothers and Grandfathers (Sweet Nellie)	Ross, Pat	literature	american-fiction	Better World Books Ltd	Dunfermline,UnitedKingdom	better-world-books-ltd-dunfermline/53572034/sf	2008-10-13	used	Avery	1993	None	Good	None	None	None		US$ 1.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=20705980197&searchurl=isbn%3D0670847313%26sortby%3D17
0670847313	9780670847310	The Grandest Folks: The Sweet Nellie Book of Traditional Sentiments about Grandmothers and Grandfathers	Pat Ross	literature	american-fiction	*BIG BANG BOOKS*	Durham,UnitedKingdom	big-bang-books-durham/64114741/sf	2016-10-07	used	None	None	None	None	None	None	None		US$ 3.46	https://www.abebooks.com/servlet/BookDetailsPL?bi=22405946589&searchurl=isbn%3D0670847313%26sortby%3D17
0670847313	9780670847310	The Grandest Folks: The Sweet Nellie Book of Traditional Sentiments about Grandmothers and Grandfathers	PAT ROSS	literature	american-fiction	Bookbarn International	Bristol,SOM,UnitedKingdo	bookbarn-international-bristol/11757/sf	2005-01-28	used	Viking/Allen Lane	1993	Hardcover	Good	None	Dust Jacket Included	None	None	US$ 3.44	https://www.abebooks.com/servlet/BookDetailsPL?bi=12724026415&searchurl=isbn%3D0670847313%26sortby%3D17
0670847313	9780670847310	Sweet Nellie: The Grandest Folks : Traditional Sentiments about Grandmothers and Grandfathers	Pat Ross	literature	american-fiction	Castle Rock	Pittsford,NY,U.S.A.	castle-rock-pittsford-ny-u.s.a/54302400/sf	2009-04-22	used	None	None	None	Good	None	None	None		US$ 11.61	https://www.abebooks.com/servlet/BookDetailsPL?bi=22427320848&searchurl=isbn%3D0670847313%26sortby%3D17
0670847313	9780670847310	The Grandest Folks: Traditional Sentiments about Grandmothers and Grandfathers (Sweet Nellie)	Pat Ross	literature	american-fiction	Ergodebooks	RICHMOND,TX,U.S.A	ergodebooks-richmond-tx-u.s.a/8304062/sf	2006-05-31	used	Studio	1993	Hardcover	New	None	None	None	None	US$ 5.18	https://www.abebooks.com/servlet/BookDetailsPL?bi=11795862015&searchurl=isbn%3D0670847313%26sortby%3D17
0670847313	9780670847310	The Grandest Folks: The Sweet Nellie Book of Traditional Sentiments About Grandmothers and Grandfathers	Pat Ross	literature	american-fiction	EURL NEUF OU DOCCAZ	TREVOUX,Franc	eurl-neuf-ou-doccaz-trevoux/54154432/sf	2010-08-31	used	Viking/Allen Lane	1993	No Binding	D&#x27;occasion - Tr?s Bon Etat	None	None	None	None	US$ 1.97	https://www.abebooks.com/servlet/BookDetailsPL?bi=21520726852&searchurl=isbn%3D0670847313%26sortby%3D17
0670847313	9780670847310	The Grandest Folks: The Sweet Nellie Book of Traditional Sentiments about Grandmothers and Grandfathers	Pat Ross	literature	american-fiction	Fun_Meister	Wallingford,UnitedKingdom	fun_meister-wallingford/58045611/sf	2012-11-02	used	Viking/Allen Lane 01/09/1993	1993	None	Good	None	None	None		US$ 3.71	https://www.abebooks.com/servlet/BookDetailsPL?bi=19894760714&searchurl=isbn%3D0670847313%26sortby%3D17
0670847313	9780670847310	The Grandest Folks: The Sweet Nellie Book of Traditional Sentiments about Grandmothers and Grandfathers	Pat Ross	literature	american-fiction	Hemingway Ventures Ltd.	Consett,CD,UnitedKingdom	hemingway-ventures-ltd-consett/55808488/sf	2010-08-27	used	None	None	None	None	None	None	None		US$ 3.49	https://www.abebooks.com/servlet/BookDetailsPL?bi=22408084145&searchurl=isbn%3D0670847313%26sortby%3D17
0670847313	9780670847310	The Grandest Folks: Traditional Sentiments about Grandmothers and Grandfathers (Sweet Nellie)	Pat Ross	literature	american-fiction	Irish Booksellers	Rumford,ME,U.S.A.	irish-booksellers-rumford-me-u.s.a/57531671/sf	2015-05-14	used	Avery	1993	Hardcover	New	None	None	None		US$ 23.38	https://www.abebooks.com/servlet/BookDetailsPL?bi=16725511598&searchurl=isbn%3D0670847313%26sortby%3D17
0670847313	9780670847310	The Grandest Folks: The Sweet Nellie Book of Traditional Sentiments about Grandmothers and Grandfathers	Pat Ross	literature	american-fiction	JULIES BOOKSHOP	Consett,COD,UnitedKingdom	julies-bookshop-consett/52580588/sf	2007-10-09	used	None	None	None	None	None	None	None		US$ 3.51	https://www.abebooks.com/servlet/BookDetailsPL?bi=22407860031&searchurl=isbn%3D0670847313%26sortby%3D17
0670847313	9780670847310	The Grandest Folks: The Sweet Nellie Book of Traditional Sentiments about Grandmothers and Grandfathers	Pat Ross	literature	american-fiction	MegaBooksUK	Wolsingham,A,UnitedKingdom	megabooksuk-wolsingham/55721088/sf	2010-08-04	used	None	None	None	None	None	None	None		US$ 3.47	https://www.abebooks.com/servlet/BookDetailsPL?bi=22407611978&searchurl=isbn%3D0670847313%26sortby%3D17
0670847313	9780670847310	The Grandest Folks	Ross Pat	literature	american-fiction	Merandja Books	Cornwall,UnitedKingdom	merandja-books-cornwall/970146/sf	2001-10-03	used	Viking Studio Books, New York	1993	Hardcover	Fine	None	Fine	None	First Edition	US$ 3.83	https://www.abebooks.com/servlet/BookDetailsPL?bi=1153046509&cm_sp=collections-_-5GFzm3QF7K0E9ejf9MWt9Z_item_1_19-_-bdp
0670847313	9780670847310	The Grandest Folks: The Sweet Nellie Book of Traditional Sentiments about Grandmothers and Grandfathers	Ross, Pat	literature	american-fiction	The Monster Bookshop	Fleckney,UnitedKingdom	the-monster-bookshop-fleckney/55629486/sf	2010-07-01	used	Viking/Allen Lane	1993	Hardcover	Acceptable	None	None	None		US$ 3.58	https://www.abebooks.com/servlet/BookDetailsPL?bi=20036173535&searchurl=isbn%3D0670847313%26sortby%3D17
0395136520	9780395136522	The Sea in Their Blood	Pratson, Frederick John	science-books	agriculture	Arundel Books	seattle,WA,U.S.A.	arundel-books-seattle-wa-u.s.a/7428/sf	1997-04-17	used	Houghton Mifflin Company, Boston	1972	Hard Cover	Very Good	Pratson, Frederick John (photographer); Over 100 b&#x2F;w Photographs	Very Good	None	First Edition	US$ 20.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=4666582113&searchurl=sts%3Dt%26isbn%3D0395136520%26sortby%3D17
0395136520	9780395136522	The Sea in Their Blood	Frederick John Pratson	science-books	agriculture	Black Cat Books	Sherbrooke,QC,Canad	black-cat-books-sherbrooke-qc-canada/491913/sf	2001-01-17	used	Houghton Mifflin, Boston	1972	Hard Cover	Very Good	None	Fair	None	First Printing.	US$ 12.50	https://www.abebooks.com/servlet/BookDetailsPL?bi=4517144627&searchurl=sts%3Dt%26isbn%3D0395136520%26sortby%3D17
0395136520	9780395136522	The Sea in Their Blood	Frederick John Pratson	science-books	agriculture	Books Express	Portsmouth,NH,U.S.A.	books-express-portsmouth-nh-u.s.a/61727479/sf	2015-08-14	used	Houghton Mifflin	1972	Hardcover	Used: Good	None	None	None		US$ 102.51	https://www.abebooks.com/servlet/BookDetailsPL?bi=22209078914&searchurl=sts%3Dt%26isbn%3D0395136520%26sortby%3D17
0395136520	9780395136522	THE SEA IN THEIR BLOOD.	Pratson, Frederick John.	science-books	agriculture	Cambridge Rare Books	Cambridge,UnitedKingdom	cambridge-rare-books-cambridge/545787/sf	2000-06-15	used	Houghton Mifflin (USA).	1972	Hardcover	Very Good	None	Dust Jacket Included	None		US$ 10.51	https://www.abebooks.com/servlet/BookDetailsPL?bi=617126894&searchurl=sts%3Dt%26isbn%3D0395136520%26sortby%3D17
0395136520	9780395136522	The Sea in Their Blood	Frederick John Pratson	science-books	agriculture	Castle Rock	Pittsford,NY,U.S.A.	castle-rock-pittsford-ny-u.s.a/54302400/sf	2009-04-22	used	None	None	None	Very Good	None	None	None		US$ 40.69	https://www.abebooks.com/servlet/BookDetailsPL?bi=19861956527&searchurl=sts%3Dt%26isbn%3D0395136520%26sortby%3D17
